"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2021 06:00:00 - 02/01/2021 07:00:00","BZN|NL","Without sequence","42.09","",""
"02/01/2021 07:00:00 - 02/01/2021 08:00:00","BZN|NL","Without sequence","44.96","",""
"02/01/2021 08:00:00 - 02/01/2021 09:00:00","BZN|NL","Without sequence","48.45","",""
"02/01/2021 09:00:00 - 02/01/2021 10:00:00","BZN|NL","Without sequence","52.0","",""
"02/01/2021 10:00:00 - 02/01/2021 11:00:00","BZN|NL","Without sequence","52.0","",""
"02/01/2021 11:00:00 - 02/01/2021 12:00:00","BZN|NL","Without sequence","52.15","",""
"02/01/2021 12:00:00 - 02/01/2021 13:00:00","BZN|NL","Without sequence","55.95","",""
"02/01/2021 13:00:00 - 02/01/2021 14:00:00","BZN|NL","Without sequence","52.0","",""
"02/01/2021 14:00:00 - 02/01/2021 15:00:00","BZN|NL","Without sequence","50.69","",""
"02/01/2021 15:00:00 - 02/01/2021 16:00:00","BZN|NL","Without sequence","53.45","",""
"02/01/2021 16:00:00 - 02/01/2021 17:00:00","BZN|NL","Without sequence","59.99","",""
"02/01/2021 17:00:00 - 02/01/2021 18:00:00","BZN|NL","Without sequence","62.0","",""
"02/01/2021 18:00:00 - 02/01/2021 19:00:00","BZN|NL","Without sequence","63.08","",""
"02/01/2021 19:00:00 - 02/01/2021 20:00:00","BZN|NL","Without sequence","62.17","",""
"02/01/2021 20:00:00 - 02/01/2021 21:00:00","BZN|NL","Without sequence","60.03","",""
"02/01/2021 21:00:00 - 02/01/2021 22:00:00","BZN|NL","Without sequence","55.03","",""
"02/01/2021 22:00:00 - 02/01/2021 23:00:00","BZN|NL","Without sequence","52.25","",""
"02/01/2021 23:00:00 - 03/01/2021 00:00:00","BZN|NL","Without sequence","48.45","",""
"03/01/2021 00:00:00 - 03/01/2021 01:00:00","BZN|NL","Without sequence","46.11","",""
"03/01/2021 01:00:00 - 03/01/2021 02:00:00","BZN|NL","Without sequence","43.0","",""
"03/01/2021 02:00:00 - 03/01/2021 03:00:00","BZN|NL","Without sequence","39.55","",""
"03/01/2021 03:00:00 - 03/01/2021 04:00:00","BZN|NL","Without sequence","45.3","",""
"03/01/2021 04:00:00 - 03/01/2021 05:00:00","BZN|NL","Without sequence","43.0","",""
"03/01/2021 05:00:00 - 03/01/2021 06:00:00","BZN|NL","Without sequence","43.0","",""
"03/01/2021 06:00:00 - 03/01/2021 07:00:00","BZN|NL","Without sequence","42.0","",""
"03/01/2021 07:00:00 - 03/01/2021 08:00:00","BZN|NL","Without sequence","45.3","",""
"03/01/2021 08:00:00 - 03/01/2021 09:00:00","BZN|NL","Without sequence","43.32","",""
"03/01/2021 09:00:00 - 03/01/2021 10:00:00","BZN|NL","Without sequence","60.9","",""
"03/01/2021 10:00:00 - 03/01/2021 11:00:00","BZN|NL","Without sequence","72.23","",""
"03/01/2021 11:00:00 - 03/01/2021 12:00:00","BZN|NL","Without sequence","62.16","",""
"03/01/2021 12:00:00 - 03/01/2021 13:00:00","BZN|NL","Without sequence","60.9","",""
"03/01/2021 13:00:00 - 03/01/2021 14:00:00","BZN|NL","Without sequence","59.0","",""
"03/01/2021 14:00:00 - 03/01/2021 15:00:00","BZN|NL","Without sequence","52.65","",""
"03/01/2021 15:00:00 - 03/01/2021 16:00:00","BZN|NL","Without sequence","44.67","",""
"03/01/2021 16:00:00 - 03/01/2021 17:00:00","BZN|NL","Without sequence","57.67","",""
"03/01/2021 17:00:00 - 03/01/2021 18:00:00","BZN|NL","Without sequence","70.0","",""
"03/01/2021 18:00:00 - 03/01/2021 19:00:00","BZN|NL","Without sequence","59.9","",""
"03/01/2021 19:00:00 - 03/01/2021 20:00:00","BZN|NL","Without sequence","44.3","",""
"03/01/2021 20:00:00 - 03/01/2021 21:00:00","BZN|NL","Without sequence","42.0","",""
"03/01/2021 21:00:00 - 03/01/2021 22:00:00","BZN|NL","Without sequence","41.23","",""
"03/01/2021 22:00:00 - 03/01/2021 23:00:00","BZN|NL","Without sequence","42.9","",""
"03/01/2021 23:00:00 - 04/01/2021 00:00:00","BZN|NL","Without sequence","33.5","",""
"04/01/2021 00:00:00 - 04/01/2021 01:00:00","BZN|NL","Without sequence","41.96","",""
"04/01/2021 01:00:00 - 04/01/2021 02:00:00","BZN|NL","Without sequence","39.0","",""
"04/01/2021 02:00:00 - 04/01/2021 03:00:00","BZN|NL","Without sequence","37.14","",""
"04/01/2021 03:00:00 - 04/01/2021 04:00:00","BZN|NL","Without sequence","35.79","",""
"04/01/2021 04:00:00 - 04/01/2021 05:00:00","BZN|NL","Without sequence","36.63","",""
"04/01/2021 05:00:00 - 04/01/2021 06:00:00","BZN|NL","Without sequence","41.83","",""
"04/01/2021 06:00:00 - 04/01/2021 07:00:00","BZN|NL","Without sequence","38.74","",""
"04/01/2021 07:00:00 - 04/01/2021 08:00:00","BZN|NL","Without sequence","41.61","",""
"04/01/2021 08:00:00 - 04/01/2021 09:00:00","BZN|NL","Without sequence","60.0","",""
"04/01/2021 09:00:00 - 04/01/2021 10:00:00","BZN|NL","Without sequence","64.83","",""
"04/01/2021 10:00:00 - 04/01/2021 11:00:00","BZN|NL","Without sequence","60.0","",""
"04/01/2021 11:00:00 - 04/01/2021 12:00:00","BZN|NL","Without sequence","58.4","",""
"04/01/2021 12:00:00 - 04/01/2021 13:00:00","BZN|NL","Without sequence","59.34","",""
"04/01/2021 13:00:00 - 04/01/2021 14:00:00","BZN|NL","Without sequence","58.4","",""
"04/01/2021 14:00:00 - 04/01/2021 15:00:00","BZN|NL","Without sequence","59.91","",""
"04/01/2021 15:00:00 - 04/01/2021 16:00:00","BZN|NL","Without sequence","59.52","",""
"04/01/2021 16:00:00 - 04/01/2021 17:00:00","BZN|NL","Without sequence","62.06","",""
"04/01/2021 17:00:00 - 04/01/2021 18:00:00","BZN|NL","Without sequence","67.37","",""
"04/01/2021 18:00:00 - 04/01/2021 19:00:00","BZN|NL","Without sequence","61.56","",""
"04/01/2021 19:00:00 - 04/01/2021 20:00:00","BZN|NL","Without sequence","42.9","",""
"04/01/2021 20:00:00 - 04/01/2021 21:00:00","BZN|NL","Without sequence","41.39","",""
"04/01/2021 21:00:00 - 04/01/2021 22:00:00","BZN|NL","Without sequence","42.9","",""
"04/01/2021 22:00:00 - 04/01/2021 23:00:00","BZN|NL","Without sequence","41.94","",""
"04/01/2021 23:00:00 - 05/01/2021 00:00:00","BZN|NL","Without sequence","40.0","",""
"05/01/2021 00:00:00 - 05/01/2021 01:00:00","BZN|NL","Without sequence","41.82","",""
"05/01/2021 01:00:00 - 05/01/2021 02:00:00","BZN|NL","Without sequence","41.98","",""
"05/01/2021 02:00:00 - 05/01/2021 03:00:00","BZN|NL","Without sequence","41.92","",""
"05/01/2021 03:00:00 - 05/01/2021 04:00:00","BZN|NL","Without sequence","42.0","",""
"05/01/2021 04:00:00 - 05/01/2021 05:00:00","BZN|NL","Without sequence","41.96","",""
"05/01/2021 05:00:00 - 05/01/2021 06:00:00","BZN|NL","Without sequence","45.0","",""
"05/01/2021 06:00:00 - 05/01/2021 07:00:00","BZN|NL","Without sequence","36.97","",""
"05/01/2021 07:00:00 - 05/01/2021 08:00:00","BZN|NL","Without sequence","45.1","",""
"05/01/2021 08:00:00 - 05/01/2021 09:00:00","BZN|NL","Without sequence","58.08","",""
"05/01/2021 09:00:00 - 05/01/2021 10:00:00","BZN|NL","Without sequence","60.0","",""
"05/01/2021 10:00:00 - 05/01/2021 11:00:00","BZN|NL","Without sequence","59.22","",""
"05/01/2021 11:00:00 - 05/01/2021 12:00:00","BZN|NL","Without sequence","60.47","",""
"05/01/2021 12:00:00 - 05/01/2021 13:00:00","BZN|NL","Without sequence","59.51","",""
"05/01/2021 13:00:00 - 05/01/2021 14:00:00","BZN|NL","Without sequence","64.35","",""
"05/01/2021 14:00:00 - 05/01/2021 15:00:00","BZN|NL","Without sequence","59.91","",""
"05/01/2021 15:00:00 - 05/01/2021 16:00:00","BZN|NL","Without sequence","60.87","",""
"05/01/2021 16:00:00 - 05/01/2021 17:00:00","BZN|NL","Without sequence","62.21","",""
"05/01/2021 17:00:00 - 05/01/2021 18:00:00","BZN|NL","Without sequence","62.98","",""
"05/01/2021 18:00:00 - 05/01/2021 19:00:00","BZN|NL","Without sequence","45.7","",""
"05/01/2021 19:00:00 - 05/01/2021 20:00:00","BZN|NL","Without sequence","43.37","",""
"05/01/2021 20:00:00 - 05/01/2021 21:00:00","BZN|NL","Without sequence","42.12","",""
"05/01/2021 21:00:00 - 05/01/2021 22:00:00","BZN|NL","Without sequence","45.65","",""
"05/01/2021 22:00:00 - 05/01/2021 23:00:00","BZN|NL","Without sequence","45.6","",""
"05/01/2021 23:00:00 - 06/01/2021 00:00:00","BZN|NL","Without sequence","42.45","",""
"06/01/2021 00:00:00 - 06/01/2021 01:00:00","BZN|NL","Without sequence","44.62","",""
"06/01/2021 01:00:00 - 06/01/2021 02:00:00","BZN|NL","Without sequence","44.7","",""
"06/01/2021 02:00:00 - 06/01/2021 03:00:00","BZN|NL","Without sequence","45.27","",""
"06/01/2021 03:00:00 - 06/01/2021 04:00:00","BZN|NL","Without sequence","44.08","",""
"06/01/2021 04:00:00 - 06/01/2021 05:00:00","BZN|NL","Without sequence","44.33","",""
"06/01/2021 05:00:00 - 06/01/2021 06:00:00","BZN|NL","Without sequence","45.79","",""
"06/01/2021 06:00:00 - 06/01/2021 07:00:00","BZN|NL","Without sequence","42.16","",""
"06/01/2021 07:00:00 - 06/01/2021 08:00:00","BZN|NL","Without sequence","46.11","",""
"06/01/2021 08:00:00 - 06/01/2021 09:00:00","BZN|NL","Without sequence","60.1","",""
"06/01/2021 09:00:00 - 06/01/2021 10:00:00","BZN|NL","Without sequence","50.0","",""
"06/01/2021 10:00:00 - 06/01/2021 11:00:00","BZN|NL","Without sequence","52.4","",""
"06/01/2021 11:00:00 - 06/01/2021 12:00:00","BZN|NL","Without sequence","60.0","",""
"06/01/2021 12:00:00 - 06/01/2021 13:00:00","BZN|NL","Without sequence","53.2","",""
"06/01/2021 13:00:00 - 06/01/2021 14:00:00","BZN|NL","Without sequence","56.22","",""
"06/01/2021 14:00:00 - 06/01/2021 15:00:00","BZN|NL","Without sequence","59.94","",""
"06/01/2021 15:00:00 - 06/01/2021 16:00:00","BZN|NL","Without sequence","56.91","",""
"06/01/2021 16:00:00 - 06/01/2021 17:00:00","BZN|NL","Without sequence","64.0","",""
"06/01/2021 17:00:00 - 06/01/2021 18:00:00","BZN|NL","Without sequence","68.83","",""
"06/01/2021 18:00:00 - 06/01/2021 19:00:00","BZN|NL","Without sequence","45.48","",""
"06/01/2021 19:00:00 - 06/01/2021 20:00:00","BZN|NL","Without sequence","53.68","",""
"06/01/2021 20:00:00 - 06/01/2021 21:00:00","BZN|NL","Without sequence","44.24","",""
"06/01/2021 21:00:00 - 06/01/2021 22:00:00","BZN|NL","Without sequence","44.9","",""
"06/01/2021 22:00:00 - 06/01/2021 23:00:00","BZN|NL","Without sequence","43.6","",""
"06/01/2021 23:00:00 - 07/01/2021 00:00:00","BZN|NL","Without sequence","43.6","",""
"07/01/2021 00:00:00 - 07/01/2021 01:00:00","BZN|NL","Without sequence","44.5","",""
"07/01/2021 01:00:00 - 07/01/2021 02:00:00","BZN|NL","Without sequence","42.4","",""
"07/01/2021 02:00:00 - 07/01/2021 03:00:00","BZN|NL","Without sequence","40.54","",""
"07/01/2021 03:00:00 - 07/01/2021 04:00:00","BZN|NL","Without sequence","43.1","",""
"07/01/2021 04:00:00 - 07/01/2021 05:00:00","BZN|NL","Without sequence","45.0","",""
"07/01/2021 05:00:00 - 07/01/2021 06:00:00","BZN|NL","Without sequence","45.81","",""
"07/01/2021 06:00:00 - 07/01/2021 07:00:00","BZN|NL","Without sequence","46.46","",""
"07/01/2021 07:00:00 - 07/01/2021 08:00:00","BZN|NL","Without sequence","58.31","",""
"07/01/2021 08:00:00 - 07/01/2021 09:00:00","BZN|NL","Without sequence","81.4","",""
"07/01/2021 09:00:00 - 07/01/2021 10:00:00","BZN|NL","Without sequence","81.17","",""
"07/01/2021 10:00:00 - 07/01/2021 11:00:00","BZN|NL","Without sequence","79.81","",""
"07/01/2021 11:00:00 - 07/01/2021 12:00:00","BZN|NL","Without sequence","83.24","",""
"07/01/2021 12:00:00 - 07/01/2021 13:00:00","BZN|NL","Without sequence","82.0","",""
"07/01/2021 13:00:00 - 07/01/2021 14:00:00","BZN|NL","Without sequence","79.61","",""
"07/01/2021 14:00:00 - 07/01/2021 15:00:00","BZN|NL","Without sequence","80.4","",""
"07/01/2021 15:00:00 - 07/01/2021 16:00:00","BZN|NL","Without sequence","83.57","",""
"07/01/2021 16:00:00 - 07/01/2021 17:00:00","BZN|NL","Without sequence","89.68","",""
"07/01/2021 17:00:00 - 07/01/2021 18:00:00","BZN|NL","Without sequence","100.0","",""
"07/01/2021 18:00:00 - 07/01/2021 19:00:00","BZN|NL","Without sequence","80.0","",""
"07/01/2021 19:00:00 - 07/01/2021 20:00:00","BZN|NL","Without sequence","62.9","",""
"07/01/2021 20:00:00 - 07/01/2021 21:00:00","BZN|NL","Without sequence","44.0","",""
"07/01/2021 21:00:00 - 07/01/2021 22:00:00","BZN|NL","Without sequence","45.9","",""
"07/01/2021 22:00:00 - 07/01/2021 23:00:00","BZN|NL","Without sequence","50.54","",""
"07/01/2021 23:00:00 - 08/01/2021 00:00:00","BZN|NL","Without sequence","41.9","",""
"08/01/2021 00:00:00 - 08/01/2021 01:00:00","BZN|NL","Without sequence","45.41","",""
"08/01/2021 01:00:00 - 08/01/2021 02:00:00","BZN|NL","Without sequence","42.13","",""
"08/01/2021 02:00:00 - 08/01/2021 03:00:00","BZN|NL","Without sequence","42.39","",""
"08/01/2021 03:00:00 - 08/01/2021 04:00:00","BZN|NL","Without sequence","42.07","",""
"08/01/2021 04:00:00 - 08/01/2021 05:00:00","BZN|NL","Without sequence","43.83","",""
"08/01/2021 05:00:00 - 08/01/2021 06:00:00","BZN|NL","Without sequence","48.17","",""
"08/01/2021 06:00:00 - 08/01/2021 07:00:00","BZN|NL","Without sequence","57.73","",""
"08/01/2021 07:00:00 - 08/01/2021 08:00:00","BZN|NL","Without sequence","74.9","",""
"08/01/2021 08:00:00 - 08/01/2021 09:00:00","BZN|NL","Without sequence","103.54","",""
"08/01/2021 09:00:00 - 08/01/2021 10:00:00","BZN|NL","Without sequence","110.45","",""
"08/01/2021 10:00:00 - 08/01/2021 11:00:00","BZN|NL","Without sequence","109.96","",""
"08/01/2021 11:00:00 - 08/01/2021 12:00:00","BZN|NL","Without sequence","106.82","",""
"08/01/2021 12:00:00 - 08/01/2021 13:00:00","BZN|NL","Without sequence","102.37","",""
"08/01/2021 13:00:00 - 08/01/2021 14:00:00","BZN|NL","Without sequence","97.61","",""
"08/01/2021 14:00:00 - 08/01/2021 15:00:00","BZN|NL","Without sequence","95.0","",""
"08/01/2021 15:00:00 - 08/01/2021 16:00:00","BZN|NL","Without sequence","95.42","",""
"08/01/2021 16:00:00 - 08/01/2021 17:00:00","BZN|NL","Without sequence","95.0","",""
"08/01/2021 17:00:00 - 08/01/2021 18:00:00","BZN|NL","Without sequence","110.0","",""
"08/01/2021 18:00:00 - 08/01/2021 19:00:00","BZN|NL","Without sequence","87.44","",""
"08/01/2021 19:00:00 - 08/01/2021 20:00:00","BZN|NL","Without sequence","56.81","",""
"08/01/2021 20:00:00 - 08/01/2021 21:00:00","BZN|NL","Without sequence","45.1","",""
"08/01/2021 21:00:00 - 08/01/2021 22:00:00","BZN|NL","Without sequence","44.88","",""
"08/01/2021 22:00:00 - 08/01/2021 23:00:00","BZN|NL","Without sequence","46.26","",""
"08/01/2021 23:00:00 - 09/01/2021 00:00:00","BZN|NL","Without sequence","43.2","",""
"09/01/2021 00:00:00 - 09/01/2021 01:00:00","BZN|NL","Without sequence","50.67","",""
"09/01/2021 01:00:00 - 09/01/2021 02:00:00","BZN|NL","Without sequence","48.6","",""
"09/01/2021 02:00:00 - 09/01/2021 03:00:00","BZN|NL","Without sequence","48.02","",""
"09/01/2021 03:00:00 - 09/01/2021 04:00:00","BZN|NL","Without sequence","49.25","",""
"09/01/2021 04:00:00 - 09/01/2021 05:00:00","BZN|NL","Without sequence","49.63","",""
"09/01/2021 05:00:00 - 09/01/2021 06:00:00","BZN|NL","Without sequence","47.2","",""
"09/01/2021 06:00:00 - 09/01/2021 07:00:00","BZN|NL","Without sequence","46.72","",""
"09/01/2021 07:00:00 - 09/01/2021 08:00:00","BZN|NL","Without sequence","50.49","",""
"09/01/2021 08:00:00 - 09/01/2021 09:00:00","BZN|NL","Without sequence","59.8","",""
"09/01/2021 09:00:00 - 09/01/2021 10:00:00","BZN|NL","Without sequence","66.92","",""
"09/01/2021 10:00:00 - 09/01/2021 11:00:00","BZN|NL","Without sequence","67.71","",""
"09/01/2021 11:00:00 - 09/01/2021 12:00:00","BZN|NL","Without sequence","68.0","",""
"09/01/2021 12:00:00 - 09/01/2021 13:00:00","BZN|NL","Without sequence","67.01","",""
"09/01/2021 13:00:00 - 09/01/2021 14:00:00","BZN|NL","Without sequence","62.53","",""
"09/01/2021 14:00:00 - 09/01/2021 15:00:00","BZN|NL","Without sequence","60.0","",""
"09/01/2021 15:00:00 - 09/01/2021 16:00:00","BZN|NL","Without sequence","60.0","",""
"09/01/2021 16:00:00 - 09/01/2021 17:00:00","BZN|NL","Without sequence","62.78","",""
"09/01/2021 17:00:00 - 09/01/2021 18:00:00","BZN|NL","Without sequence","69.92","",""
"09/01/2021 18:00:00 - 09/01/2021 19:00:00","BZN|NL","Without sequence","71.99","",""
"09/01/2021 19:00:00 - 09/01/2021 20:00:00","BZN|NL","Without sequence","68.95","",""
"09/01/2021 20:00:00 - 09/01/2021 21:00:00","BZN|NL","Without sequence","62.66","",""
"09/01/2021 21:00:00 - 09/01/2021 22:00:00","BZN|NL","Without sequence","53.21","",""
"09/01/2021 22:00:00 - 09/01/2021 23:00:00","BZN|NL","Without sequence","54.77","",""
"09/01/2021 23:00:00 - 10/01/2021 00:00:00","BZN|NL","Without sequence","45.0","",""
"10/01/2021 00:00:00 - 10/01/2021 01:00:00","BZN|NL","Without sequence","51.72","",""
"10/01/2021 01:00:00 - 10/01/2021 02:00:00","BZN|NL","Without sequence","45.73","",""
"10/01/2021 02:00:00 - 10/01/2021 03:00:00","BZN|NL","Without sequence","46.3","",""
"10/01/2021 03:00:00 - 10/01/2021 04:00:00","BZN|NL","Without sequence","46.39","",""
"10/01/2021 04:00:00 - 10/01/2021 05:00:00","BZN|NL","Without sequence","46.3","",""
"10/01/2021 05:00:00 - 10/01/2021 06:00:00","BZN|NL","Without sequence","45.35","",""
"10/01/2021 06:00:00 - 10/01/2021 07:00:00","BZN|NL","Without sequence","46.3","",""
"10/01/2021 07:00:00 - 10/01/2021 08:00:00","BZN|NL","Without sequence","46.1","",""
"10/01/2021 08:00:00 - 10/01/2021 09:00:00","BZN|NL","Without sequence","53.13","",""
"10/01/2021 09:00:00 - 10/01/2021 10:00:00","BZN|NL","Without sequence","51.88","",""
"10/01/2021 10:00:00 - 10/01/2021 11:00:00","BZN|NL","Without sequence","47.2","",""
"10/01/2021 11:00:00 - 10/01/2021 12:00:00","BZN|NL","Without sequence","48.1","",""
"10/01/2021 12:00:00 - 10/01/2021 13:00:00","BZN|NL","Without sequence","46.3","",""
"10/01/2021 13:00:00 - 10/01/2021 14:00:00","BZN|NL","Without sequence","47.81","",""
"10/01/2021 14:00:00 - 10/01/2021 15:00:00","BZN|NL","Without sequence","53.18","",""
"10/01/2021 15:00:00 - 10/01/2021 16:00:00","BZN|NL","Without sequence","54.85","",""
"10/01/2021 16:00:00 - 10/01/2021 17:00:00","BZN|NL","Without sequence","56.52","",""
"10/01/2021 17:00:00 - 10/01/2021 18:00:00","BZN|NL","Without sequence","62.09","",""
"10/01/2021 18:00:00 - 10/01/2021 19:00:00","BZN|NL","Without sequence","63.41","",""
"10/01/2021 19:00:00 - 10/01/2021 20:00:00","BZN|NL","Without sequence","55.24","",""
"10/01/2021 20:00:00 - 10/01/2021 21:00:00","BZN|NL","Without sequence","48.05","",""
"10/01/2021 21:00:00 - 10/01/2021 22:00:00","BZN|NL","Without sequence","46.94","",""
"10/01/2021 22:00:00 - 10/01/2021 23:00:00","BZN|NL","Without sequence","45.02","",""
"10/01/2021 23:00:00 - 11/01/2021 00:00:00","BZN|NL","Without sequence","45.1","",""
"11/01/2021 00:00:00 - 11/01/2021 01:00:00","BZN|NL","Without sequence","47.75","",""
"11/01/2021 01:00:00 - 11/01/2021 02:00:00","BZN|NL","Without sequence","46.1","",""
"11/01/2021 02:00:00 - 11/01/2021 03:00:00","BZN|NL","Without sequence","45.33","",""
"11/01/2021 03:00:00 - 11/01/2021 04:00:00","BZN|NL","Without sequence","44.59","",""
"11/01/2021 04:00:00 - 11/01/2021 05:00:00","BZN|NL","Without sequence","44.58","",""
"11/01/2021 05:00:00 - 11/01/2021 06:00:00","BZN|NL","Without sequence","43.41","",""
"11/01/2021 06:00:00 - 11/01/2021 07:00:00","BZN|NL","Without sequence","44.19","",""
"11/01/2021 07:00:00 - 11/01/2021 08:00:00","BZN|NL","Without sequence","52.0","",""
"11/01/2021 08:00:00 - 11/01/2021 09:00:00","BZN|NL","Without sequence","59.15","",""
"11/01/2021 09:00:00 - 11/01/2021 10:00:00","BZN|NL","Without sequence","59.19","",""
"11/01/2021 10:00:00 - 11/01/2021 11:00:00","BZN|NL","Without sequence","52.0","",""
"11/01/2021 11:00:00 - 11/01/2021 12:00:00","BZN|NL","Without sequence","46.12","",""
"11/01/2021 12:00:00 - 11/01/2021 13:00:00","BZN|NL","Without sequence","45.6","",""
"11/01/2021 13:00:00 - 11/01/2021 14:00:00","BZN|NL","Without sequence","45.1","",""
"11/01/2021 14:00:00 - 11/01/2021 15:00:00","BZN|NL","Without sequence","45.9","",""
"11/01/2021 15:00:00 - 11/01/2021 16:00:00","BZN|NL","Without sequence","45.07","",""
"11/01/2021 16:00:00 - 11/01/2021 17:00:00","BZN|NL","Without sequence","45.9","",""
"11/01/2021 17:00:00 - 11/01/2021 18:00:00","BZN|NL","Without sequence","52.0","",""
"11/01/2021 18:00:00 - 11/01/2021 19:00:00","BZN|NL","Without sequence","44.35","",""
"11/01/2021 19:00:00 - 11/01/2021 20:00:00","BZN|NL","Without sequence","40.5","",""
"11/01/2021 20:00:00 - 11/01/2021 21:00:00","BZN|NL","Without sequence","38.34","",""
"11/01/2021 21:00:00 - 11/01/2021 22:00:00","BZN|NL","Without sequence","45.1","",""
"11/01/2021 22:00:00 - 11/01/2021 23:00:00","BZN|NL","Without sequence","34.31","",""
"11/01/2021 23:00:00 - 12/01/2021 00:00:00","BZN|NL","Without sequence","27.39","",""
"12/01/2021 00:00:00 - 12/01/2021 01:00:00","BZN|NL","Without sequence","24.43","",""
"12/01/2021 01:00:00 - 12/01/2021 02:00:00","BZN|NL","Without sequence","24.61","",""
"12/01/2021 02:00:00 - 12/01/2021 03:00:00","BZN|NL","Without sequence","19.51","",""
"12/01/2021 03:00:00 - 12/01/2021 04:00:00","BZN|NL","Without sequence","24.38","",""
"12/01/2021 04:00:00 - 12/01/2021 05:00:00","BZN|NL","Without sequence","27.16","",""
"12/01/2021 05:00:00 - 12/01/2021 06:00:00","BZN|NL","Without sequence","36.18","",""
"12/01/2021 06:00:00 - 12/01/2021 07:00:00","BZN|NL","Without sequence","47.7","",""
"12/01/2021 07:00:00 - 12/01/2021 08:00:00","BZN|NL","Without sequence","60.0","",""
"12/01/2021 08:00:00 - 12/01/2021 09:00:00","BZN|NL","Without sequence","62.65","",""
"12/01/2021 09:00:00 - 12/01/2021 10:00:00","BZN|NL","Without sequence","83.13","",""
"12/01/2021 10:00:00 - 12/01/2021 11:00:00","BZN|NL","Without sequence","71.0","",""
"12/01/2021 11:00:00 - 12/01/2021 12:00:00","BZN|NL","Without sequence","57.17","",""
"12/01/2021 12:00:00 - 12/01/2021 13:00:00","BZN|NL","Without sequence","58.39","",""
"12/01/2021 13:00:00 - 12/01/2021 14:00:00","BZN|NL","Without sequence","53.39","",""
"12/01/2021 14:00:00 - 12/01/2021 15:00:00","BZN|NL","Without sequence","49.63","",""
"12/01/2021 15:00:00 - 12/01/2021 16:00:00","BZN|NL","Without sequence","53.73","",""
"12/01/2021 16:00:00 - 12/01/2021 17:00:00","BZN|NL","Without sequence","68.02","",""
"12/01/2021 17:00:00 - 12/01/2021 18:00:00","BZN|NL","Without sequence","87.19","",""
