"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2022 14:00:00 - 02/01/2022 15:00:00","BZN|NL","Without sequence","49.06","",""
"02/01/2022 15:00:00 - 02/01/2022 16:00:00","BZN|NL","Without sequence","74.99","",""
"02/01/2022 16:00:00 - 02/01/2022 17:00:00","BZN|NL","Without sequence","85.0","",""
"02/01/2022 17:00:00 - 02/01/2022 18:00:00","BZN|NL","Without sequence","100.0","",""
"02/01/2022 18:00:00 - 02/01/2022 19:00:00","BZN|NL","Without sequence","109.9","",""
"02/01/2022 19:00:00 - 02/01/2022 20:00:00","BZN|NL","Without sequence","99.9","",""
"02/01/2022 20:00:00 - 02/01/2022 21:00:00","BZN|NL","Without sequence","77.0","",""
"02/01/2022 21:00:00 - 02/01/2022 22:00:00","BZN|NL","Without sequence","46.16","",""
"02/01/2022 22:00:00 - 02/01/2022 23:00:00","BZN|NL","Without sequence","46.29","",""
"02/01/2022 23:00:00 - 03/01/2022 00:00:00","BZN|NL","Without sequence","32.93","",""
"03/01/2022 00:00:00 - 03/01/2022 01:00:00","BZN|NL","Without sequence","0.31","",""
"03/01/2022 01:00:00 - 03/01/2022 02:00:00","BZN|NL","Without sequence","-0.01","",""
"03/01/2022 02:00:00 - 03/01/2022 03:00:00","BZN|NL","Without sequence","-0.07","",""
"03/01/2022 03:00:00 - 03/01/2022 04:00:00","BZN|NL","Without sequence","-1.05","",""
"03/01/2022 04:00:00 - 03/01/2022 05:00:00","BZN|NL","Without sequence","-1.0","",""
"03/01/2022 05:00:00 - 03/01/2022 06:00:00","BZN|NL","Without sequence","0.0","",""
"03/01/2022 06:00:00 - 03/01/2022 07:00:00","BZN|NL","Without sequence","35.97","",""
"03/01/2022 07:00:00 - 03/01/2022 08:00:00","BZN|NL","Without sequence","90.34","",""
"03/01/2022 08:00:00 - 03/01/2022 09:00:00","BZN|NL","Without sequence","120.0","",""
"03/01/2022 09:00:00 - 03/01/2022 10:00:00","BZN|NL","Without sequence","129.9","",""
"03/01/2022 10:00:00 - 03/01/2022 11:00:00","BZN|NL","Without sequence","119.04","",""
"03/01/2022 11:00:00 - 03/01/2022 12:00:00","BZN|NL","Without sequence","119.19","",""
"03/01/2022 12:00:00 - 03/01/2022 13:00:00","BZN|NL","Without sequence","120.0","",""
"03/01/2022 13:00:00 - 03/01/2022 14:00:00","BZN|NL","Without sequence","122.62","",""
"03/01/2022 14:00:00 - 03/01/2022 15:00:00","BZN|NL","Without sequence","138.18","",""
"03/01/2022 15:00:00 - 03/01/2022 16:00:00","BZN|NL","Without sequence","143.1","",""
"03/01/2022 16:00:00 - 03/01/2022 17:00:00","BZN|NL","Without sequence","136.0","",""
"03/01/2022 17:00:00 - 03/01/2022 18:00:00","BZN|NL","Without sequence","148.49","",""
"03/01/2022 18:00:00 - 03/01/2022 19:00:00","BZN|NL","Without sequence","214.0","",""
"03/01/2022 19:00:00 - 03/01/2022 20:00:00","BZN|NL","Without sequence","192.0","",""
"03/01/2022 20:00:00 - 03/01/2022 21:00:00","BZN|NL","Without sequence","149.8","",""
"03/01/2022 21:00:00 - 03/01/2022 22:00:00","BZN|NL","Without sequence","144.22","",""
"03/01/2022 22:00:00 - 03/01/2022 23:00:00","BZN|NL","Without sequence","130.0","",""
"03/01/2022 23:00:00 - 04/01/2022 00:00:00","BZN|NL","Without sequence","110.0","",""
"04/01/2022 00:00:00 - 04/01/2022 01:00:00","BZN|NL","Without sequence","194.9","",""
"04/01/2022 01:00:00 - 04/01/2022 02:00:00","BZN|NL","Without sequence","137.25","",""
"04/01/2022 02:00:00 - 04/01/2022 03:00:00","BZN|NL","Without sequence","137.2","",""
"04/01/2022 03:00:00 - 04/01/2022 04:00:00","BZN|NL","Without sequence","119.31","",""
"04/01/2022 04:00:00 - 04/01/2022 05:00:00","BZN|NL","Without sequence","117.13","",""
"04/01/2022 05:00:00 - 04/01/2022 06:00:00","BZN|NL","Without sequence","119.9","",""
"04/01/2022 06:00:00 - 04/01/2022 07:00:00","BZN|NL","Without sequence","156.91","",""
"04/01/2022 07:00:00 - 04/01/2022 08:00:00","BZN|NL","Without sequence","182.64","",""
"04/01/2022 08:00:00 - 04/01/2022 09:00:00","BZN|NL","Without sequence","178.91","",""
"04/01/2022 09:00:00 - 04/01/2022 10:00:00","BZN|NL","Without sequence","190.0","",""
"04/01/2022 10:00:00 - 04/01/2022 11:00:00","BZN|NL","Without sequence","189.88","",""
"04/01/2022 11:00:00 - 04/01/2022 12:00:00","BZN|NL","Without sequence","182.42","",""
"04/01/2022 12:00:00 - 04/01/2022 13:00:00","BZN|NL","Without sequence","182.46","",""
"04/01/2022 13:00:00 - 04/01/2022 14:00:00","BZN|NL","Without sequence","179.59","",""
"04/01/2022 14:00:00 - 04/01/2022 15:00:00","BZN|NL","Without sequence","179.0","",""
"04/01/2022 15:00:00 - 04/01/2022 16:00:00","BZN|NL","Without sequence","180.93","",""
"04/01/2022 16:00:00 - 04/01/2022 17:00:00","BZN|NL","Without sequence","166.69","",""
"04/01/2022 17:00:00 - 04/01/2022 18:00:00","BZN|NL","Without sequence","189.88","",""
"04/01/2022 18:00:00 - 04/01/2022 19:00:00","BZN|NL","Without sequence","184.94","",""
"04/01/2022 19:00:00 - 04/01/2022 20:00:00","BZN|NL","Without sequence","178.99","",""
"04/01/2022 20:00:00 - 04/01/2022 21:00:00","BZN|NL","Without sequence","156.12","",""
"04/01/2022 21:00:00 - 04/01/2022 22:00:00","BZN|NL","Without sequence","154.99","",""
"04/01/2022 22:00:00 - 04/01/2022 23:00:00","BZN|NL","Without sequence","137.92","",""
"04/01/2022 23:00:00 - 05/01/2022 00:00:00","BZN|NL","Without sequence","106.0","",""
"05/01/2022 00:00:00 - 05/01/2022 01:00:00","BZN|NL","Without sequence","128.88","",""
"05/01/2022 01:00:00 - 05/01/2022 02:00:00","BZN|NL","Without sequence","113.88","",""
"05/01/2022 02:00:00 - 05/01/2022 03:00:00","BZN|NL","Without sequence","84.5","",""
"05/01/2022 03:00:00 - 05/01/2022 04:00:00","BZN|NL","Without sequence","75.38","",""
"05/01/2022 04:00:00 - 05/01/2022 05:00:00","BZN|NL","Without sequence","79.11","",""
"05/01/2022 05:00:00 - 05/01/2022 06:00:00","BZN|NL","Without sequence","94.79","",""
"05/01/2022 06:00:00 - 05/01/2022 07:00:00","BZN|NL","Without sequence","158.0","",""
"05/01/2022 07:00:00 - 05/01/2022 08:00:00","BZN|NL","Without sequence","188.04","",""
"05/01/2022 08:00:00 - 05/01/2022 09:00:00","BZN|NL","Without sequence","227.4","",""
"05/01/2022 09:00:00 - 05/01/2022 10:00:00","BZN|NL","Without sequence","231.0","",""
"05/01/2022 10:00:00 - 05/01/2022 11:00:00","BZN|NL","Without sequence","228.7","",""
"05/01/2022 11:00:00 - 05/01/2022 12:00:00","BZN|NL","Without sequence","220.0","",""
"05/01/2022 12:00:00 - 05/01/2022 13:00:00","BZN|NL","Without sequence","198.63","",""
"05/01/2022 13:00:00 - 05/01/2022 14:00:00","BZN|NL","Without sequence","200.0","",""
"05/01/2022 14:00:00 - 05/01/2022 15:00:00","BZN|NL","Without sequence","220.0","",""
"05/01/2022 15:00:00 - 05/01/2022 16:00:00","BZN|NL","Without sequence","215.0","",""
"05/01/2022 16:00:00 - 05/01/2022 17:00:00","BZN|NL","Without sequence","228.7","",""
"05/01/2022 17:00:00 - 05/01/2022 18:00:00","BZN|NL","Without sequence","299.0","",""
"05/01/2022 18:00:00 - 05/01/2022 19:00:00","BZN|NL","Without sequence","315.25","",""
"05/01/2022 19:00:00 - 05/01/2022 20:00:00","BZN|NL","Without sequence","251.03","",""
"05/01/2022 20:00:00 - 05/01/2022 21:00:00","BZN|NL","Without sequence","181.1","",""
"05/01/2022 21:00:00 - 05/01/2022 22:00:00","BZN|NL","Without sequence","227.8","",""
"05/01/2022 22:00:00 - 05/01/2022 23:00:00","BZN|NL","Without sequence","141.45","",""
"05/01/2022 23:00:00 - 06/01/2022 00:00:00","BZN|NL","Without sequence","140.0","",""
"06/01/2022 00:00:00 - 06/01/2022 01:00:00","BZN|NL","Without sequence","225.0","",""
"06/01/2022 01:00:00 - 06/01/2022 02:00:00","BZN|NL","Without sequence","187.87","",""
"06/01/2022 02:00:00 - 06/01/2022 03:00:00","BZN|NL","Without sequence","218.0","",""
"06/01/2022 03:00:00 - 06/01/2022 04:00:00","BZN|NL","Without sequence","188.0","",""
"06/01/2022 04:00:00 - 06/01/2022 05:00:00","BZN|NL","Without sequence","199.9","",""
"06/01/2022 05:00:00 - 06/01/2022 06:00:00","BZN|NL","Without sequence","187.0","",""
"06/01/2022 06:00:00 - 06/01/2022 07:00:00","BZN|NL","Without sequence","215.56","",""
"06/01/2022 07:00:00 - 06/01/2022 08:00:00","BZN|NL","Without sequence","228.25","",""
"06/01/2022 08:00:00 - 06/01/2022 09:00:00","BZN|NL","Without sequence","250.0","",""
"06/01/2022 09:00:00 - 06/01/2022 10:00:00","BZN|NL","Without sequence","292.55","",""
"06/01/2022 10:00:00 - 06/01/2022 11:00:00","BZN|NL","Without sequence","268.67","",""
"06/01/2022 11:00:00 - 06/01/2022 12:00:00","BZN|NL","Without sequence","231.9","",""
"06/01/2022 12:00:00 - 06/01/2022 13:00:00","BZN|NL","Without sequence","226.0","",""
"06/01/2022 13:00:00 - 06/01/2022 14:00:00","BZN|NL","Without sequence","209.2","",""
"06/01/2022 14:00:00 - 06/01/2022 15:00:00","BZN|NL","Without sequence","216.06","",""
"06/01/2022 15:00:00 - 06/01/2022 16:00:00","BZN|NL","Without sequence","230.77","",""
"06/01/2022 16:00:00 - 06/01/2022 17:00:00","BZN|NL","Without sequence","245.95","",""
"06/01/2022 17:00:00 - 06/01/2022 18:00:00","BZN|NL","Without sequence","274.11","",""
"06/01/2022 18:00:00 - 06/01/2022 19:00:00","BZN|NL","Without sequence","273.44","",""
"06/01/2022 19:00:00 - 06/01/2022 20:00:00","BZN|NL","Without sequence","219.1","",""
"06/01/2022 20:00:00 - 06/01/2022 21:00:00","BZN|NL","Without sequence","218.58","",""
"06/01/2022 21:00:00 - 06/01/2022 22:00:00","BZN|NL","Without sequence","203.31","",""
"06/01/2022 22:00:00 - 06/01/2022 23:00:00","BZN|NL","Without sequence","184.7","",""
"06/01/2022 23:00:00 - 07/01/2022 00:00:00","BZN|NL","Without sequence","136.48","",""
"07/01/2022 00:00:00 - 07/01/2022 01:00:00","BZN|NL","Without sequence","128.92","",""
"07/01/2022 01:00:00 - 07/01/2022 02:00:00","BZN|NL","Without sequence","127.98","",""
"07/01/2022 02:00:00 - 07/01/2022 03:00:00","BZN|NL","Without sequence","115.93","",""
"07/01/2022 03:00:00 - 07/01/2022 04:00:00","BZN|NL","Without sequence","107.42","",""
"07/01/2022 04:00:00 - 07/01/2022 05:00:00","BZN|NL","Without sequence","107.3","",""
"07/01/2022 05:00:00 - 07/01/2022 06:00:00","BZN|NL","Without sequence","117.59","",""
"07/01/2022 06:00:00 - 07/01/2022 07:00:00","BZN|NL","Without sequence","153.61","",""
"07/01/2022 07:00:00 - 07/01/2022 08:00:00","BZN|NL","Without sequence","189.3","",""
"07/01/2022 08:00:00 - 07/01/2022 09:00:00","BZN|NL","Without sequence","229.9","",""
"07/01/2022 09:00:00 - 07/01/2022 10:00:00","BZN|NL","Without sequence","255.0","",""
"07/01/2022 10:00:00 - 07/01/2022 11:00:00","BZN|NL","Without sequence","240.0","",""
"07/01/2022 11:00:00 - 07/01/2022 12:00:00","BZN|NL","Without sequence","245.4","",""
"07/01/2022 12:00:00 - 07/01/2022 13:00:00","BZN|NL","Without sequence","210.08","",""
"07/01/2022 13:00:00 - 07/01/2022 14:00:00","BZN|NL","Without sequence","240.0","",""
"07/01/2022 14:00:00 - 07/01/2022 15:00:00","BZN|NL","Without sequence","233.06","",""
"07/01/2022 15:00:00 - 07/01/2022 16:00:00","BZN|NL","Without sequence","224.37","",""
"07/01/2022 16:00:00 - 07/01/2022 17:00:00","BZN|NL","Without sequence","240.0","",""
"07/01/2022 17:00:00 - 07/01/2022 18:00:00","BZN|NL","Without sequence","244.59","",""
"07/01/2022 18:00:00 - 07/01/2022 19:00:00","BZN|NL","Without sequence","263.14","",""
"07/01/2022 19:00:00 - 07/01/2022 20:00:00","BZN|NL","Without sequence","262.0","",""
"07/01/2022 20:00:00 - 07/01/2022 21:00:00","BZN|NL","Without sequence","238.03","",""
"07/01/2022 21:00:00 - 07/01/2022 22:00:00","BZN|NL","Without sequence","213.81","",""
"07/01/2022 22:00:00 - 07/01/2022 23:00:00","BZN|NL","Without sequence","258.0","",""
"07/01/2022 23:00:00 - 08/01/2022 00:00:00","BZN|NL","Without sequence","257.25","",""
"08/01/2022 00:00:00 - 08/01/2022 01:00:00","BZN|NL","Without sequence","200.3","",""
"08/01/2022 01:00:00 - 08/01/2022 02:00:00","BZN|NL","Without sequence","176.2","",""
"08/01/2022 02:00:00 - 08/01/2022 03:00:00","BZN|NL","Without sequence","166.0","",""
"08/01/2022 03:00:00 - 08/01/2022 04:00:00","BZN|NL","Without sequence","162.38","",""
"08/01/2022 04:00:00 - 08/01/2022 05:00:00","BZN|NL","Without sequence","160.0","",""
"08/01/2022 05:00:00 - 08/01/2022 06:00:00","BZN|NL","Without sequence","154.3","",""
"08/01/2022 06:00:00 - 08/01/2022 07:00:00","BZN|NL","Without sequence","166.0","",""
"08/01/2022 07:00:00 - 08/01/2022 08:00:00","BZN|NL","Without sequence","182.91","",""
"08/01/2022 08:00:00 - 08/01/2022 09:00:00","BZN|NL","Without sequence","215.89","",""
"08/01/2022 09:00:00 - 08/01/2022 10:00:00","BZN|NL","Without sequence","231.0","",""
"08/01/2022 10:00:00 - 08/01/2022 11:00:00","BZN|NL","Without sequence","228.95","",""
"08/01/2022 11:00:00 - 08/01/2022 12:00:00","BZN|NL","Without sequence","215.39","",""
"08/01/2022 12:00:00 - 08/01/2022 13:00:00","BZN|NL","Without sequence","206.68","",""
"08/01/2022 13:00:00 - 08/01/2022 14:00:00","BZN|NL","Without sequence","185.0","",""
"08/01/2022 14:00:00 - 08/01/2022 15:00:00","BZN|NL","Without sequence","169.52","",""
"08/01/2022 15:00:00 - 08/01/2022 16:00:00","BZN|NL","Without sequence","162.8","",""
"08/01/2022 16:00:00 - 08/01/2022 17:00:00","BZN|NL","Without sequence","161.9","",""
"08/01/2022 17:00:00 - 08/01/2022 18:00:00","BZN|NL","Without sequence","189.9","",""
"08/01/2022 18:00:00 - 08/01/2022 19:00:00","BZN|NL","Without sequence","200.3","",""
"08/01/2022 19:00:00 - 08/01/2022 20:00:00","BZN|NL","Without sequence","200.0","",""
"08/01/2022 20:00:00 - 08/01/2022 21:00:00","BZN|NL","Without sequence","232.0","",""
"08/01/2022 21:00:00 - 08/01/2022 22:00:00","BZN|NL","Without sequence","165.75","",""
"08/01/2022 22:00:00 - 08/01/2022 23:00:00","BZN|NL","Without sequence","149.61","",""
"08/01/2022 23:00:00 - 09/01/2022 00:00:00","BZN|NL","Without sequence","149.6","",""
"09/01/2022 00:00:00 - 09/01/2022 01:00:00","BZN|NL","Without sequence","141.32","",""
"09/01/2022 01:00:00 - 09/01/2022 02:00:00","BZN|NL","Without sequence","100.0","",""
"09/01/2022 02:00:00 - 09/01/2022 03:00:00","BZN|NL","Without sequence","80.24","",""
"09/01/2022 03:00:00 - 09/01/2022 04:00:00","BZN|NL","Without sequence","55.46","",""
"09/01/2022 04:00:00 - 09/01/2022 05:00:00","BZN|NL","Without sequence","49.29","",""
"09/01/2022 05:00:00 - 09/01/2022 06:00:00","BZN|NL","Without sequence","50.64","",""
"09/01/2022 06:00:00 - 09/01/2022 07:00:00","BZN|NL","Without sequence","74.29","",""
"09/01/2022 07:00:00 - 09/01/2022 08:00:00","BZN|NL","Without sequence","87.0","",""
"09/01/2022 08:00:00 - 09/01/2022 09:00:00","BZN|NL","Without sequence","99.94","",""
"09/01/2022 09:00:00 - 09/01/2022 10:00:00","BZN|NL","Without sequence","185.2","",""
"09/01/2022 10:00:00 - 09/01/2022 11:00:00","BZN|NL","Without sequence","163.0","",""
"09/01/2022 11:00:00 - 09/01/2022 12:00:00","BZN|NL","Without sequence","149.65","",""
"09/01/2022 12:00:00 - 09/01/2022 13:00:00","BZN|NL","Without sequence","166.7","",""
"09/01/2022 13:00:00 - 09/01/2022 14:00:00","BZN|NL","Without sequence","165.06","",""
"09/01/2022 14:00:00 - 09/01/2022 15:00:00","BZN|NL","Without sequence","170.09","",""
"09/01/2022 15:00:00 - 09/01/2022 16:00:00","BZN|NL","Without sequence","189.04","",""
"09/01/2022 16:00:00 - 09/01/2022 17:00:00","BZN|NL","Without sequence","190.96","",""
"09/01/2022 17:00:00 - 09/01/2022 18:00:00","BZN|NL","Without sequence","223.3","",""
"09/01/2022 18:00:00 - 09/01/2022 19:00:00","BZN|NL","Without sequence","243.94","",""
"09/01/2022 19:00:00 - 09/01/2022 20:00:00","BZN|NL","Without sequence","240.0","",""
"09/01/2022 20:00:00 - 09/01/2022 21:00:00","BZN|NL","Without sequence","230.82","",""
"09/01/2022 21:00:00 - 09/01/2022 22:00:00","BZN|NL","Without sequence","214.02","",""
"09/01/2022 22:00:00 - 09/01/2022 23:00:00","BZN|NL","Without sequence","215.88","",""
"09/01/2022 23:00:00 - 10/01/2022 00:00:00","BZN|NL","Without sequence","203.8","",""
"10/01/2022 00:00:00 - 10/01/2022 01:00:00","BZN|NL","Without sequence","196.23","",""
"10/01/2022 01:00:00 - 10/01/2022 02:00:00","BZN|NL","Without sequence","191.85","",""
"10/01/2022 02:00:00 - 10/01/2022 03:00:00","BZN|NL","Without sequence","195.91","",""
"10/01/2022 03:00:00 - 10/01/2022 04:00:00","BZN|NL","Without sequence","186.66","",""
"10/01/2022 04:00:00 - 10/01/2022 05:00:00","BZN|NL","Without sequence","178.04","",""
"10/01/2022 05:00:00 - 10/01/2022 06:00:00","BZN|NL","Without sequence","191.65","",""
"10/01/2022 06:00:00 - 10/01/2022 07:00:00","BZN|NL","Without sequence","237.44","",""
"10/01/2022 07:00:00 - 10/01/2022 08:00:00","BZN|NL","Without sequence","299.95","",""
"10/01/2022 08:00:00 - 10/01/2022 09:00:00","BZN|NL","Without sequence","313.92","",""
"10/01/2022 09:00:00 - 10/01/2022 10:00:00","BZN|NL","Without sequence","315.0","",""
"10/01/2022 10:00:00 - 10/01/2022 11:00:00","BZN|NL","Without sequence","310.41","",""
"10/01/2022 11:00:00 - 10/01/2022 12:00:00","BZN|NL","Without sequence","310.08","",""
"10/01/2022 12:00:00 - 10/01/2022 13:00:00","BZN|NL","Without sequence","300.0","",""
"10/01/2022 13:00:00 - 10/01/2022 14:00:00","BZN|NL","Without sequence","297.01","",""
"10/01/2022 14:00:00 - 10/01/2022 15:00:00","BZN|NL","Without sequence","299.96","",""
"10/01/2022 15:00:00 - 10/01/2022 16:00:00","BZN|NL","Without sequence","291.3","",""
"10/01/2022 16:00:00 - 10/01/2022 17:00:00","BZN|NL","Without sequence","301.22","",""
"10/01/2022 17:00:00 - 10/01/2022 18:00:00","BZN|NL","Without sequence","309.9","",""
"10/01/2022 18:00:00 - 10/01/2022 19:00:00","BZN|NL","Without sequence","310.82","",""
"10/01/2022 19:00:00 - 10/01/2022 20:00:00","BZN|NL","Without sequence","294.98","",""
"10/01/2022 20:00:00 - 10/01/2022 21:00:00","BZN|NL","Without sequence","267.45","",""
"10/01/2022 21:00:00 - 10/01/2022 22:00:00","BZN|NL","Without sequence","211.0","",""
"10/01/2022 22:00:00 - 10/01/2022 23:00:00","BZN|NL","Without sequence","217.03","",""
"10/01/2022 23:00:00 - 11/01/2022 00:00:00","BZN|NL","Without sequence","190.9","",""
"11/01/2022 00:00:00 - 11/01/2022 01:00:00","BZN|NL","Without sequence","210.34","",""
"11/01/2022 01:00:00 - 11/01/2022 02:00:00","BZN|NL","Without sequence","202.42","",""
"11/01/2022 02:00:00 - 11/01/2022 03:00:00","BZN|NL","Without sequence","197.6","",""
"11/01/2022 03:00:00 - 11/01/2022 04:00:00","BZN|NL","Without sequence","193.0","",""
"11/01/2022 04:00:00 - 11/01/2022 05:00:00","BZN|NL","Without sequence","194.9","",""
"11/01/2022 05:00:00 - 11/01/2022 06:00:00","BZN|NL","Without sequence","204.45","",""
"11/01/2022 06:00:00 - 11/01/2022 07:00:00","BZN|NL","Without sequence","191.3","",""
"11/01/2022 07:00:00 - 11/01/2022 08:00:00","BZN|NL","Without sequence","208.0","",""
"11/01/2022 08:00:00 - 11/01/2022 09:00:00","BZN|NL","Without sequence","240.7","",""
"11/01/2022 09:00:00 - 11/01/2022 10:00:00","BZN|NL","Without sequence","297.16","",""
"11/01/2022 10:00:00 - 11/01/2022 11:00:00","BZN|NL","Without sequence","277.02","",""
"11/01/2022 11:00:00 - 11/01/2022 12:00:00","BZN|NL","Without sequence","230.8","",""
"11/01/2022 12:00:00 - 11/01/2022 13:00:00","BZN|NL","Without sequence","213.5","",""
"11/01/2022 13:00:00 - 11/01/2022 14:00:00","BZN|NL","Without sequence","239.9","",""
"11/01/2022 14:00:00 - 11/01/2022 15:00:00","BZN|NL","Without sequence","255.01","",""
"11/01/2022 15:00:00 - 11/01/2022 16:00:00","BZN|NL","Without sequence","277.9","",""
"11/01/2022 16:00:00 - 11/01/2022 17:00:00","BZN|NL","Without sequence","289.94","",""
"11/01/2022 17:00:00 - 11/01/2022 18:00:00","BZN|NL","Without sequence","316.4","",""
"11/01/2022 18:00:00 - 11/01/2022 19:00:00","BZN|NL","Without sequence","315.9","",""
"11/01/2022 19:00:00 - 11/01/2022 20:00:00","BZN|NL","Without sequence","309.2","",""
"11/01/2022 20:00:00 - 11/01/2022 21:00:00","BZN|NL","Without sequence","285.33","",""
"11/01/2022 21:00:00 - 11/01/2022 22:00:00","BZN|NL","Without sequence","238.2","",""
"11/01/2022 22:00:00 - 11/01/2022 23:00:00","BZN|NL","Without sequence","202.4","",""
"11/01/2022 23:00:00 - 12/01/2022 00:00:00","BZN|NL","Without sequence","190.1","",""
"12/01/2022 00:00:00 - 12/01/2022 01:00:00","BZN|NL","Without sequence","196.65","",""
"12/01/2022 01:00:00 - 12/01/2022 02:00:00","BZN|NL","Without sequence","187.1","",""
"12/01/2022 02:00:00 - 12/01/2022 03:00:00","BZN|NL","Without sequence","184.27","",""
"12/01/2022 03:00:00 - 12/01/2022 04:00:00","BZN|NL","Without sequence","179.58","",""
"12/01/2022 04:00:00 - 12/01/2022 05:00:00","BZN|NL","Without sequence","178.33","",""
"12/01/2022 05:00:00 - 12/01/2022 06:00:00","BZN|NL","Without sequence","193.5","",""
"12/01/2022 06:00:00 - 12/01/2022 07:00:00","BZN|NL","Without sequence","181.2","",""
"12/01/2022 07:00:00 - 12/01/2022 08:00:00","BZN|NL","Without sequence","273.18","",""
"12/01/2022 08:00:00 - 12/01/2022 09:00:00","BZN|NL","Without sequence","300.1","",""
"12/01/2022 09:00:00 - 12/01/2022 10:00:00","BZN|NL","Without sequence","292.74","",""
"12/01/2022 10:00:00 - 12/01/2022 11:00:00","BZN|NL","Without sequence","275.5","",""
"12/01/2022 11:00:00 - 12/01/2022 12:00:00","BZN|NL","Without sequence","258.65","",""
"12/01/2022 12:00:00 - 12/01/2022 13:00:00","BZN|NL","Without sequence","245.11","",""
"12/01/2022 13:00:00 - 12/01/2022 14:00:00","BZN|NL","Without sequence","232.08","",""
"12/01/2022 14:00:00 - 12/01/2022 15:00:00","BZN|NL","Without sequence","234.77","",""
"12/01/2022 15:00:00 - 12/01/2022 16:00:00","BZN|NL","Without sequence","240.01","",""
"12/01/2022 16:00:00 - 12/01/2022 17:00:00","BZN|NL","Without sequence","255.0","",""
"12/01/2022 17:00:00 - 12/01/2022 18:00:00","BZN|NL","Without sequence","284.82","",""
